OECID,FacilityName,OECID_Name,Date,Electricity Cost ($),Electricity Demand (KW),Electricity Usage (KWH),Gas (Therms),Gas Cost ($),Steam (mlbs),Steam Cost ($),Total Cost ($),Total Usage (mmBTUs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 8/1/10,1365.59,28,6800,6,28.14,,,1393.73,23.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 7/1/10,1465.74,28.4,7240,6,29.92,,,1495.66,25.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 6/1/10,1345.27,28.8,5720,6,28.04,,,1373.31,20.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 5/1/10,1163.11,26.8,4640,160,238.55,,,1401.66,31.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 4/1/10,1145.41,24,4880,289,423.87,,,1569.28,45.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 3/1/10,680.48,11.2,4640,525,770.56,,,1451.04,68.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 2/1/10,710.38,11.2,5280,915,1258.69,,,1969.07,109.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 1/1/10,699.14,11.2,5600,957,1411.36,,,2110.5,114.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 12/1/09,737.02,11.6,5000,633,948.84,,,1685.86,80.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 11/1/09,609.88,11.6,5520,258,412.28,,,1022.16,44.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 10/1/09,996.54,22,5040,136,205.94,,,1202.48,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City Island Branch Library,0200589 City Island Branch Library, 9/1/09,1237.8,28,6960,6,28.02,,,1265.82,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
