OECID,FacilityName,OECID_Name,Date,Electricity Cost ($),Electricity Demand (KW),Electricity Usage (KWH),Gas (Therms),Gas Cost ($),Steam (mlbs),Steam Cost ($),Total Cost ($),Total Usage (mmBTUs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/21,2572.26,44,13040,600,855.13,,,3427.39,104.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/21,2618.37,48,14800,1090,1583.08,,,4201.45,159.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/21,2177.64,34.4,16400,2015,2563.48,,,4741.12,257.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/21,1684.58,28.8,11360,1773,2371.93,,,4056.51,216.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/20,2525.79,48.8,12400,1519,1798.58,,,4324.37,194.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/20,2392.61,51.2,12640,486,619.77,,,3012.38,91.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/20,2529.49,48,12640,537,654.79,,,3184.28,96.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/20,2629.39,50.4,13440,29,64.69,,,2694.08,48.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/20,2753.18,50.4,19040,36,72.7,,,2825.88,68.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/20,3311.68,54.4,21440,35,74.12,,,3385.8,76.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/20,2370.39,48,12560,31,67.26,,,2437.65,45.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/20,1377.46,14.4,8160,128,160.45,,,1537.91,40.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/20,1420.2,17.6,8880,931,937.13,,,2357.33,123.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/20,1738.17,30.4,10000,1018,1258.5,,,2996.67,135.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/20,1777.63,32,12080,1480,1805.91,,,3583.54,189.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/20,1756.62,32,12800,1559,2010.85,,,3767.47,199.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/19,1722.46,31.2,12480,1627,1787.62,,,3510.08,205.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/19,2016.61,41.6,12080,341,373.3,,,2389.91,75.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/19,2669.1,57.6,13760,682,776.71,,,3445.81,115.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/19,2742.1,52,18000,1775,1771.32,,,4513.42,238.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/19,3197.52,60.8,23280,38,76.66,,,3274.18,83.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/19,3282.72,61.6,23200,32,68.83,,,3351.55,82.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/19,2732.88,56.8,15200,31,67.43,,,2800.31,54.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/19,2714.25,56,11040,136,186.28,,,2900.53,51.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/19,1941.32,43.2,10080,504,664.09,,,2605.41,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/19,2089.57,42.4,10000,1435,1556.79,,,3646.36,177.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/19,1760.03,32.8,10240,1804,2247.53,,,4007.56,215.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/19,1839.38,28.8,10880,1791,2420.43,,,4259.81,216.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/18,1685.63,30.4,9200,1574,1951.11,,,3636.74,188.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/18,1787.3,28,13040,947,961.26,,,2748.56,139.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/18,3059.08,65.6,11920,488,534.46,,,3593.54,89.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/18,2681.35,51.2,12640,31,71.06,,,2752.41,46.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/18,3197.95,64.8,18400,36,80.3,,,3278.25,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/18,2980.51,64.8,15280,38,83.31,,,3063.82,55.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/18,3050.69,61.6,16240,30,74.19,,,3124.88,58.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/18,1367.32,21.6,7520,124,214.02,,,1581.34,38.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/18,1352.35,24.8,7520,976,1152.38,,,2504.73,123.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/18,1924.16,27.2,9360,1302,1393.48,,,3317.64,162.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/18,1774.91,29.6,10000,1541,1991.32,,,3766.23,188.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/18,1642.12,31.2,10400,2163,1991.8,,,3633.92,251.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/17,2028.34,31.2,8480,1810,1798.67,,,3827.01,209.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/17,1941.06,27.2,8960,1001,974.32,,,2915.38,130.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/17,2856.02,60,12400,24,63.72,,,2919.74,44.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/17,3172.42,58.4,17600,26,62.03,,,3234.45,62.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/17,3378.2,66.4,17680,27,61.48,,,3439.68,63.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/17,3788.23,72,19840,22,56.69,,,3844.92,69.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/17,3092.5,60,14160,30,69.94,,,3162.44,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/17,2517.9,56.8,8400,322,383.65,,,2901.55,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/17,1805.53,25.6,6640,909,1031.71,,,2837.24,113.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/17,1873.61,28.8,7920,1058,1036.81,,,2910.42,132.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/17,2019.45,28,8560,2182,2549.77,,,4569.22,247.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/17,1964.57,28.8,9360,1562,1594.07,,,3558.64,188.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/16,1906.58,29.6,9440,2802,2260.88,,,4167.46,312.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/16,1839.99,27.2,8560,793,647.99,,,2487.98,108.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/16,2042.81,41.6,8560,192,201.77,,,2244.58,48.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/16,3061.44,60.8,18560,27,58.06,,,3119.5,66.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/16,3460.6,76,20400,25,53.54,,,3514.14,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/16,3354.66,72.8,20160,26,56.55,,,3411.21,71.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/16,2944.76,60,18000,28,60.25,,,3005.01,64.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/16,2781.11,71.2,9520,515,412.5,,,3193.61,83.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/16,1819.83,28,8720,674,606.78,,,2426.61,97.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/16,1886.15,31.2,8480,1013,911.55,,,2797.7,130.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/16,1825.84,29.6,10560,3190,2803.14,,,4628.98,355.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/16,1814.6,32.8,10400,1824,1606.85,,,3421.45,217.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/15,1935.6,29.6,9760,880,996.05,,,2931.65,121.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/15,1713.1,28.8,9600,636,604.39,,,2317.49,96.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/15,3054.62,69.6,16000,14,44.88,,,3099.5,56.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/15,3094.02,73.6,14960,12,41.07,,,3135.09,52.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/15,3639.45,81.6,22240,9,37.72,,,3677.17,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/15,4124.49,84.8,22320,9,40.86,,,4165.35,77.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/15,2955.29,68,17360,187,205.56,,,3160.85,77.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/15,2511.78,58.4,12080,193,239.98,,,2751.76,60.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/15,2125.17,30.4,9040,631,589.28,,,2714.45,93.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/15,1987.01,33.6,10560,1724,1435.99,,,3423,208.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/15,2015.01,33.6,12080,2512,1953.95,,,3968.96,292.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/15,2049.44,33.6,11840,2127,2019.58,,,4069.02,253.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/14,2082.1,32.8,10400,1642,1750.5,,,3832.6,199.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/14,1659.89,31.2,9520,637,587.6,,,2247.49,96.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/14,2562.25,56.8,10560,14,49.38,,,2611.63,37.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/14,3231.69,69.6,17520,12,44.58,,,3276.27,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/14,3307.98,64.8,19440,320,340.78,,,3648.76,98.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/14,3779.63,69.6,20000,9,42.91,,,3822.54,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/14,3073.5,63.2,15600,187,228.44,,,3301.94,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/14,2884.05,56,9600,193,284.97,,,3169.02,52.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/14,2193.56,31.2,9200,764,974.49,,,3168.05,107.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/14,2614.97,32,10240,1572,2011.02,,,4625.99,192.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/14,1985.31,33.6,11200,2059,2815.03,,,4800.34,244.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
